IMDbId,IMDb_score,box_office_rank,genre_list,release_year,title
tt0298148,7.2,1,"Animation, Adventure, Comedy",2004,Shrek 2 (2004)
tt0316654,7.3,2,"Action, Adventure, Sci-Fi",2004,Spider-Man 2 (2004)
tt0335345,7.2,3,Drama,2004,The Passion of the Christ (2004)
tt0290002,6.3,4,"Comedy, Romance",2004,Meet the Fockers (2004)
tt0317705,8.0,5,"Animation, Action, Adventure",2004,The Incredibles (2004)
tt0304141,7.8,6,"Adventure, Family, Fantasy",2004,Harry Potter and the Prisoner of Azkaban (2004)
tt0319262,6.4,7,"Action, Adventure, Sci-Fi",2004,The Day After Tomorrow (2004)
tt0338348,6.6,8,"Animation, Adventure, Family",2004,The Polar Express (2004)
tt0372183,7.8,9,"Action, Mystery, Thriller",2004,The Bourne Supremacy (2004)
tt0368891,6.9,10,"Action, Adventure, Family",2004,National Treasure (2004)
tt0307453,6.0,11,"Animation, Adventure, Comedy",2004,Shark Tale (2004)
tt0343818,7.1,12,"Action, Crime, Drama",2004,"I, Robot (2004)"
tt0332452,7.2,13,"Drama, History, Romance",2004,Troy (2004)
tt0349903,6.5,14,"Crime, Thriller",2004,Ocean's Twelve (2004)
tt0343660,6.8,15,"Comedy, Drama, Romance",2004,50 First Dates (2004)
tt0338526,6.1,16,"Action, Adventure, Fantasy",2004,Van Helsing (2004)
tt0361596,7.5,17,"Documentary, Drama, War",2004,Fahrenheit 9/11 (2004)
tt0339291,6.8,18,"Adventure, Comedy, Family",2004,A Series of Unfortunate Events (2004)
tt0364725,6.7,19,"Comedy, Sport",2004,Dodgeball: A True Underdog Story (2004)
tt0368447,6.5,20,"Drama, Mystery, Thriller",2004,The Village (2004)
tt0391198,5.9,21,"Horror, Mystery, Thriller",2004,The Grudge (2004)
tt0338751,7.5,22,"Biography, Drama, History",2004,The Aviator (2004)
tt0369339,7.5,23,"Crime, Drama, Thriller",2004,Collateral (2004)
tt0405159,8.1,24,"Drama, Sport",2004,Million Dollar Baby (2004)
tt0368933,5.8,25,"Comedy, Family, Romance",2004,The Princess Diaries 2: Royal Engagement (2004)
tt0335438,6.1,26,"Comedy, Crime",2004,Starsky & Hutch (2004)
tt0343135,5.9,27,"Comedy, Romance",2004,Along Came Polly (2004)
tt0377092,7.0,28,Comedy,2004,Mean Girls (2004)
tt0345950,7.0,29,"Animation, Adventure, Comedy",2004,The SpongeBob SquarePants Movie (2004)
tt0357413,7.2,30,Comedy,2004,Anchorman: The Legend of Ron Burgundy (2004)
tt0331632,5.0,31,"Adventure, Comedy, Family",2004,Scooby-Doo 2: Monsters Unleashed (2004)
tt0332280,7.9,32,"Drama, Romance",2004,The Notebook (2004)
tt0370263,5.6,33,"Action, Horror, Sci-Fi",2004,AVP: Alien vs. Predator (2004)
tt0328107,7.7,34,"Action, Crime, Drama",2004,Man on Fire (2004)
tt0362227,7.3,35,"Comedy, Drama, Romance",2004,The Terminal (2004)
tt0356634,5.0,36,"Animation, Comedy, Family",2004,Garfield (2004)
tt0350258,7.7,37,"Biography, Drama, Music",2004,Ray (I) (2004)
