IMDbId,IMDb_score,box_office_rank,genre_list,release_year,title
tt0059742,8.0,1,"Biography, Drama, Family",1965,The Sound of Music (1965)
tt0059113,8.0,2,"Drama, Romance, War",1965,Doctor Zhivago (1965)
tt0059800,7.0,3,"Action, Adventure, Thriller",1965,Thunderball (1965)
tt0059797,7.0,4,"Adventure, Comedy, Family",1965,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes (1965)
tt0059793,6.7,5,"Comedy, Crime, Family",1965,That Darn Cat! (1965)
tt0059243,7.3,6,"Action, Adventure, Comedy",1965,The Great Race (1965)
tt0059017,6.9,7,"Comedy, Romance, Western",1965,Cat Ballou (1965)
tt0059903,6.2,8,Comedy,1965,What's New Pussycat (1965)
tt0059885,7.1,9,"Action, Adventure, War",1965,Von Ryan's Express (1965)
tt0059245,6.6,10,"Biography, Drama, History",1965,The Greatest Story Ever Told (1965)
tt0059037,7.3,11,Drama,1965,The Cincinnati Kid (1965)
tt0059578,8.3,12,Western,1965,Per qualche dollaro in più (1965)
tt0188550,5.8,13,"Drama, Musical",1965,Daytona Beach Weekend (1965)
tt0058920,6.3,14,Comedy,1965,The Art of Love (1965)
tt0059740,7.2,15,Western,1965,The Sons of Katie Elder (1965)
tt0059309,7.3,16,"Drama, War",1965,In Harm's Way (1965)
tt0059250,6.7,17,"Comedy, Western",1965,The Hallelujah Trail (1965)
tt0059224,6.4,18,"Comedy, Musical, Romance",1965,Girl Happy (1965)
tt0056585,6.0,19,"Comedy, Musical, Romance",1965,Tickle Me (1965)
tt0229528,3.0,20,"Horror, Comedy",1965,The Legend of Blood Mountain (1965)
tt0059012,8.0,21,"Comedy, Drama, History",1965,Falstaff (Chimes at Midnight) (1965)
tt0059643,8.0,22,"Adventure, Comedy, Drama",1965,Rekopis znaleziony w Saragossie (1965)
tt0059229,7.7,23,"Comedy, Drama, Fantasy",1965,Giulietta degli spiriti (1965)
