IMDbId,keywords
tt0073195,shark|beach|great-white-shark|shark-attack|loss-of-son|fishing|monster|island|fisherman|fear|showdown|comparing-scars|giant-shark|human-versus-shark|eaten-by-shark|reference-to-jack-the-ripper|based-on-novel|dolly-zoom|first-part|afi|underwater|national-film-registry|bespectacled-male|bespectacled-man|sea|mayor|water|death|boat|hospital|shock|ocean|animal-killing|animal-attack|man-versus-nature|coastal-town|danger|blood|violence|ship|metal-cage|martha's-vineyard|man-with-glasses|rubber-raft|raft|night-swimming|inflatable-raft|husband-wife-relationship|mother-son-relationship|father-son-relationship|imitation|greed|policeman|child-eaten|dog|woman-killed-by-a-shark|north-atlantic|suspense|responsibility|scientist-hero|mariner-hero|fear-of-water|ichthyologist|male-bonding|killer-shark|ferry-boat|barrel|small-town|marriage|ship-wreck|oxygen-tank|panic|repair|rifle|graffiti|fishing-boat|police-chief|autopsy|scuba-diving|fire|boat-accident|town-meeting|billboard|fourth-of-july|explosion|world-war-two-veteran|license-plate|child-in-peril|scar|sailboat|killing-a-dog|eaten-alive|shark-cage|severed-leg|child-killed-by-an-animal|television-reporter|swimming|resort-community|new-york|solitaire|limerick|prank|singing|marina|high-concept|fingernails-on-chalkboard|bare-chested-male|hairy-chest|final-showdown|marijuana|helicopter|class-differences|ship-sinking|severed-head
tt0073629,audience-participation|based-on-stage-musical|cult-film|transylvania|rock-'n'-roll|electric-knife|man-undressing-a-woman|transgender-protagonist|victim-invited-to-dinner|1970s|briefs|male-underwear|criminologist|midnight-movie|actor-playing-multiple-roles|mad-scientist|nixon-resignation|character-name-in-title|rocky-horror-picture-show|woman-undressing-a-man|national-film-registry|castle|transvestite|transsexual|alien|death|scientist|ohio|motorcycle|time-warp|lgbt-issues|cult-classic|reference-to-steve-reeves|lgbt-horror|space-alien|monitor|blond|tribute|parody|accidental-cannibalism|tripping-and-falling|globe|trident|life-preserver|nipple-slip|statue|message-written-in-blood|man-in-a-wheelchair|whipped|clothes-ripping|breast-fondling|candelabra|crashing-through-a-wall|trail-of-blood|pickaxe|spiral-ramp|knuckle-tattoo|playing-a-saxaphone|free-weight|pommel-horse|reference-to-damocles|noise-maker|video-surveillance|elevator|woman-in-lingerie|man-wearing-tidy-whities|feather-duster|standing-on-a-desk|line-dance|tap-dancing|coffin|human-skeleton|walking-in-the-rain|geodesic-dome|flat-spare-tire|riding-a-motorcycle-in-the-rain|blow-out|thunderstorm|engagement-ring|newlyweds|reference-to-king-kong|reference-to-flash-gordon|famous-score|killer-throws-a-dinner-party|woman-shot-with-ray-gun|pastiche|bra|slip-the-undergarment|undressing|musician|song|experiment|reanimation|electricity|creator-creation-relationship|groupie|explosion|exploding-castle|monster|telephone|seduction|bisexual|synthetic-man|reference-to-rko-radio-pictures|busby-berkeley-spoof|americana|boyfriend-girlfriend-relationship|cross-dressing|cult|turned-to-stone|gay|blow-job|bare-chested-male|stage|one-night|main-character-dies|murder|laser|freezer|loss-of-virginity|fiance-fiancee-relationship|dark-and-stormy-night|sexual-attraction|narrator|black-comedy|brother-sister-relationship|reference-to-fay-wray|church|black-bra-and-panties|surrealism|singing|singer|dancing|dancer|butler|gay-interest|nipples|lesbian-kiss|marriage-proposal|incestuous-overtones|eccentric|fishnet-stockings|surveillance|drag|scene-based-on-painting|bisexuality|maid-uniform|swimming-pool|paraplegic|sexual-discovery|saxophone|science-experiment|transvestism|newlywed|lips|cannibalism|artificially-created-man|laboratory|flat-tire|virgin|homosexual|old-dark-house|spoof|outer-space|maid|wedding|wheelchair|homicide|electric-carving-knife|wedding-night|hunchback|roast-turkey
tt0073486,mental-institution|escape|evil-woman|psychiatric-examination|mental-illness|1960s|nurse|asylum|psychiatric-hospital|confinement|sadistic-psychopath|psychopath|schizophrenic|main-character-dies|psychiatric-nurse|mental-hospital|escape-from-a-mental-institution|troublemaker|escaped-mental-patient|psychiatry|patient-rights|lobotomy|sexuality|human-rights|afi|villainess|female-psychopath|evil|hero|good-versus-evil|patient|insanity|rebel|playing-card|oregon|convict|authority|reference-to-hell|reference-to-heaven|reference-to-the-devil|reference-to-god|reference-to-the-world-series|motivational|tragicomedy|nurse-patient-relationship|stern-nurse|bad-guy-wins|strong-female-character|promiscuous-woman|scantily-clad-female|cleavage|claim-in-title|disability|sadistic-cruelty|sadist|pacific-northwest|lifting-male-in-air|lifting-person-in-air|lifting-someone-into-the-air|lifting-an-adult-into-the-air|villainess-played-by-lead-actress|schizophrenia|medical-treatment|medical-profession|electroshock-therapy|smothered-with-a-pillow|bird-in-title|monopoly-the-board-game|punctuation-in-title|apostrophe-in-title|death-of-protagonist|death-of-hero|anti-hero|female-nudity|white-panties|wrongful-commitment|irreverence|claustrophobia|cigarette-smoking|animal-in-title|ambiguous-title|watching-tv|drunkenness|death|black-humor|panties|fence|barbed-wire|social-issues|racial-slur|christ-figure|persecution|oppression|defiance|suicide-attempt|fighting-the-system|doctor|doctor-patient-relationship|craziness|compassion|cathartic-therapy|anger|blood|wheelchair|voting|swimming-pool|suffocation|strangulation|small-town|pinochle-game|party|medication|marina|male-nudity|individuality|hysteria|helicopter|fishing-boat|fake-illness|euthanasia|deaf-mute|dancing|christmas-tree|chewing-gum|bus|bus-theft|brawl|boat-theft|blackjack-game|attempted-murder|epilepsy|stuttering|institutional-life|blockbuster|psychoanalysis|fishing|freedom|mental-retardation|native-american|restraint|group-therapy|mental-patient|television|suicide|sociopath|electroconvulsive-therapy|based-on-play|independent-film|based-on-novel|number-in-title|surprise-ending|basketball|woman|girl-in-panties|sitting|yawning|yawn|girl-stripped-down-to-panties|male-rear-nudity|cult-film|premarital-sex|cheating
tt0072890,heist|shot-in-the-forehead|fbi-agent|airport|arrest|shot-in-the-head|asking-for-forgiveness|reference-to-barry-goldwater|reference-to-howard-johnson's-restaurant|telephone|dictating-one's-will|theft|thief|gay|one-day|based-on-true-story|national-film-registry|bank|brooklyn|police|hostage|robbery|cop|media|bank-employee|hostage-situation|sex-change-operation|bank-manager|bank-robber|robber|suicide-pact|siege|fbi|cry|crying|suicide-attempt|delivery-guy|cameraman|unruly-crowd|crowd-of-onlookers|crowd|vietnam-war-veteran|mob|will|crowd-control|protestor|activist|reference-to-an-overdose|bisexual-man|bisexual-male|bisexual-interest|bisexual-lead-character|gunfire|gun-shot|demands|threat|interview|telephone-interview|1970s|cops-and-robbers|frantic|robbery-gone-wrong|robbery-goes-wrong|dimwit|hostage-released|anchorman|doctor|bank-guard|male-to-female-transgender|transgendered-character|reporter|smoke|fire|pizza-boy|gay-lover|asthma-attack|traveler's-cheques|gay-man|gay-interest|based-on-real-events|prayer|dead-body|gurney|sweating|shooting|police-car|air-conditioning|body-search|black-american|african-american|reference-to-god|demonstration|protest|father-son-relationship|f-word|bullhorn|apology|reference-to-wyoming|black-comedy|reference-to-algeria|transgender|true-crime|car-procession|tv-reporter|tv-camera|celebrity|pizza-delivery-boy|marriage|husband-wife-relationship|attica|nervousness|telephone-call|gay-liberation|tv-news|malapropism|sidekick|transsexual|detective-sergeant|detective|bank-cashier|bank-clerk|gay-parent|gay-father|diabetic-shock|diabetic|infidelity|unfaithfulness|adultery|new-york-city|brooklyn-new-york-city|animal-in-title|anonymous-telephone-call|no-music|famous-line|sergeant|robbery-gone-awry|rifle|revolver|policeman|police-sniper|police-officer|pizza|pistol|heist-gone-wrong|handgun|gun|delivery-boy|car|airplane|new-york|what-happened-to-epilogue|unhappy-marriage|tarmac|sniper|smoking|security-guard|police-detective|pizza-delivery|mother-son-relationship|media-frenzy|last-will-and-testament|gay-slur|fainting|extramarital-affair|diabetes|catholic|blockbuster|barbershop|banker|bank-teller|asthma|helicopter|botched-crime|stockholm-syndrome|based-on-article|bank-robbery|homosexual
tt0073692,1960s|year-1968|election-day|presidential-election|election|u.s.-presidential-election|1968-presidential-election|november|reference-to-richard-nixon|reference-to-spiro-agnew|reference-to-lyndon-b.-johnson|republican|republican-party|beverly-hills|los-angeles-california|california|boss-employee-relationship|male-hairdresser|adultery|business-partner-business-partner-relationship|cheating-husband|cheating-wife|cheating-boyfriend|cheating-girlfriend|cheating|extramarital-affair|mistress|husband-wife-relationship|mother-daughter-relationship|daughter-hates-mother|divorce|separation|promiscuous|promiscuity|mistaken-for-gay|intimate-relationship|calling-a-woman-a-whore|marriage-proposal|double-standard|threatening|caught-having-sex|caught-cheating|fellatio|blowjob|attempted-fellatio|offering-a-blowjob|drunk-in-public|oral-sex-in-public|fellatio-under-a-table|public-sex|nudity|skimpy-outfit|sex-with-girlfriend's-daughter|frustrated-dream|frustration|sex-with-lover's-daughter|egypt|penny-pincher|reference-to-egypt|bank-loan|applying-for-a-bank-loan|searching-for-money|businessman|wealthy-man|ex-boyfriend-ex-girlfriend-sex|sex-with-an-ex|rejecting-a-marriage-proposal|adult-has-sex-with-teenage-girl|reference-to-acapulco-mexico|sex-with-a-teenage-girl|teenage-girl|older-man-younger-woman-relationship|older-woman-younger-man-relationship|husband-leaves-family-for-lover|abandoned-by-lover|business-tycoon|tycoon|man-trying-to-win-back-ex-girlfriend|sex-with-girlfriend's-best-friend|declaration-of-love|wife's-lover-cheating-on-her-with-another-woman|sex-with-customer|physical-resemblance|body-paint|sex-with-a-customer|trying-to-win-back-ex|casanova|one-man-three-women|beauty-school|calling-someone-a-cunt|rival|glare|left-alone|rock-music|hippies|counterculture|skinny-dipping|nude-swimming|drunk-woman|kept-woman|off-screen-death|boss's-son|killed-in-a-car-accident|hilltop|backless-dress|senator|political-speech|chanting|singing-in-a-foreign-language|commercial-director|commercial|golddigger|marrying-for-money|based-on-a-play|woman-wearing-a-backless-dress|restoration-comedy|hairdresser|womanizer|director|chase|tuxedo|towel|tie|television|swimming-pool|sunglasses|steam|refrigerator|present|pay-phone|moustache|mirror|mini-skirt|matches|leather-jacket|kerchief|effeminacy|cut-flowers|champagne|bracelet|belt|rolls-royce|millionaire|loan-officer|jacuzzi|investment|earring|breakup|cooking|self-employment|motorcycle|hair-salon|based-on-play
tt0072081,assassination-attempt|diamond|pink-panther|glove|france|white-gloves|detective|heist|woman-removes-her-clothes|woman-wearing-a-bikini|slapstick-comedy|roadblock|straitjacket|strangulation|fourth-part|accidentally-shooting-oneself|man-in-drag|eating-with-chopsticks|arm-sling|world's-largest-diamond|transposing-words|cold-cream|toilet-overflowing|man-in-a-bubble-bath|broken-finger|pants-pulled-down|writing-with-toes|steam-room|drugged-drink|listening-on-a-telephone-extension|caged-bird|locked-in-a-car-trunk|eating-watermelon|belly-dancer|accidental-shooting|reference-to-attila-the-hun|bandaged-nose|crashing-through-a-window|fake-beard|clapping-to-music|brake-failure|driving-a-car-into-a-swimming-pool|tiger-skin-rug|baguette|nervous-twitch|fake-blindness|nightstick|binoculars|playing-accordion|monogrammed-glove|blood-pressure-medication|bare-chested-male|security-system-demonstration|flawed-diamond|caper-comedy|returning-character-with-different-actor|discotheque|husband-wife-relationship|switzerland|1970s|fictional-country|acme-brand|padded-cell|fortune-cookie|japanese-restaurant|wall-safe|twin-engine-airplane|bubble-bath|nightclub|disguise|massage|sweaty-face|clothes-torn-off|light-bulb|electric-shock|parrot|white-suit|belly-dancing|stolen-clothes|revolving-door|swiss-flag|trolley|door-bell|assembling-a-rifle|sniper-rifle|sabotage|swimming-pool|painting|museum-robbery|bikini|cigarette-lighter|explosion|bomb|slow-motion-action-scene|interrupted-by-telephone|hiding-in-refrigerator|bead-curtain|bank-robbery|accordion|chimpanzee|lubricant|alarm|zip-line|crossbow|color-in-title|butler|false-accusation|police|policeman|farce|bumbling|famous-score|wagner-ride-of-the-valkyries|valet|vacuum-cleaner|sauna|resort|martial-arts-spoof|gun-shaped-lighter|cat-burglar|blind-man|animated-title-sequence|jewel-thief|sequel
tt0073802,cia|cia-agent|hitman|researcher|new-york-city|political-conspiracy|intelligence-analyst|shot-through-a-door|christmas|phreaking|kill|book|code|code-name|dead-body|on-the-run|corpse|false-postman|cold-blooded-murder|elimination|shady|shot-to-death|government-corruption|political-cover-up|cover-up|political-thriller|u.s.-foreign-policy|open-source-intelligence|expose|inside-job|firing-range|telescope-sight|massacre|code-reader|tv-commercial|brooklyn-new-york-city|life-support|kidnapping|reference-to-dick-tracy|langley-virginia|alleyway|new-york-times-building-manhattan-new-york-city|war-game|van|washington-monument-washington-d.c.|phone-tap|recording|new-york-times|research|secret|breaking-and-entering|chevy-chase-maryland|secret-code|middle-east|hospital|fight|telephone-call|bullet-proof-vest|abduction|sex|flashback|following-someone|silencer|surveillance-camera|surveillance|fear|shot-in-the-neck|pursuit|hiding|pay-phone|assassin|photograph|politics|manhattan-new-york-city|bound-and-gagged|conspiracy|telephone|phone-booth|gun|murder|computer|condor|coat-hanger|birthday-cake|holiday-inn|pantyhose|bathroom|elevator|cross-country-skiing|teleprinter|printer|typewriter|teletype|time-in-title|1970s|woman|ford-bronco|ford|death|pistol|weapon|star-spangled-banner|political-corruption|corruption|being-followed|newspaper|invasion-plan|delivery-man|city-college-of-new-york|license-plate|suspense|target|park|building-superintendent|magic-marker|song|singer|locksmith|figurine|nurse|diagram|reference-to-dashiell-hammett|police-siren|police-car|policeman|police|hotel|americana-hotel-manhattan-new-york-city|idiogram|brooklyn-heights-new-york-city|arabic|wall-street-journal|running|friendship|writer|art-museum|guggenheim-museum-manhattan-new-york-city|tv-news|watching-tv|green-mountains-vermont|taxi|calligraphy|rain|diner|restaurant|cafe|airport|trenchcoat|central-park-manhattan-new-york-city|washington-d.c.|falling-down-stairs|chase|shooting|liar|lie|photographer|rifle|world-trade-center-manhattan-new-york-city|bird-in-title|tied-to-a-chair|animal-in-title|shot-in-the-head|oil|hotel-room|helicopter|captive|espionage|fugitive|spy|based-on-novel|number-in-title|character-name-in-title|alsatian|park-bench|sex-in-bed|reference-to-wolfgang-amadeus-mozart|reference-to-vincent-van-gogh|waco-texas|proposed-middle-east-invasion|erie-lackawana-terminal-hoboken-new-jersey|library|new-york-telephone-companuy|target-practice|teenage-girl|teenage-boy|ice|bullet|loneliness|singing|street-repair|alsace-lorraine|u.s.-marine|veteran|flak-jacket|salvation-army|rape|record-player|venezuela|oil-field|friend|umbrella|reference-to-albert-einstein|sunglasses|bed|snow|snow-skiing|santa-claus-suit|persian-gulf|vermont|airplane|united-nations|kiss|blood|paranoia|car-keys
tt0073026,nightclub|singer|1930s|love|songwriter|broadway-manhattan-new-york-city|infidelity|synchronized-swimming|new-york-city|female-protagonist|husband-wife-relationship|sequel
tt0072653,bigfoot-character|gold|outlaw|bank|orphan|bachelor|earthquake|female-gunfighter|street-shootout|gunfight|shootout|two-man-army|cowboy-shirt|cowboy-hat|cowboy-boots|cowboy-and-outlaw|horse|henry-rifle|winchester-rifle|six-shooter|destruction|repeating-rifle|colt-45|revolver|pistol|slapstick|slapstick-comedy|child-actor|villain-turns-good|villain-played-by-lead-actor|wedding|showdown|arrest|gun-battle|sheriff|gunshot-wound|small-western-town|rope|physical-comedy|violence|comic-violence|chase|running-gunfight|river-battle|river|brunette|love-interest|kiss|cowgirl|cowboy|bar-brawl|bar-fight|lifting-someone-into-the-air|child|child-in-danger|mushroom-cloud|person-on-fire|mine|mine-car|fistfight|explosion|dynamite|bank-robbery|1870s|based-on-novel
tt0073941,prank|mechanic|convenience-store|jensen-interceptor|tijuana-mexico|single-mother|shotgun|hollywood|hollywood-sign|first-date|car-accident|accidental-killing|independent-film|character-name-in-title
