IMDbId,keywords
tt0070047,exorcism|exorcist|demonic-possession|paranormal-activity|demonic-force|demonic-voice|speaking-in-tongues|georgetown-university|ouija-board|mother-son-relationship|divorced-mother|crisis-of-faith|catholic-priest|catholic-church|twisting-one's-head-completely-around|diabolical-possession|evil-force|satanism|occultism|forces-of-evil|insomnia|skepticism|sleeplessness|psychological-torment|physical-torment|self-destruction|blasphemy|murder-investigation|witchcraft|neurological-disorder|questioning-beliefs|supernatural-power|paranormal-phenomena|claustrophobia|baffled-doctor|mother-daughter-relationship|sign-of-the-cross|crisis-of-conscience|self-sacrifice|self-mutilation|medical-examination|last-rites|hypodermic-needle|desecration|jesuit-priest|temporal-lobe-epilepsy|holy-water|spinal-tap|brain-scan|talking-backwards|language-lab|masturbation-with-a-cross|archeological-dig|levitation|superhuman-strength|georgetown-washington-d.c.|passing-through-a-wall|spinning-head|car|psychiatry|hearing-voices|supernatural-being|screaming-in-fear|screaming-in-horror|out-of-control|agnosticism|mysterious-death|transformation|heresy|profanity|teenage-daughter|catholicism|troubled-teenage-girl|possessed-individual|loss-of-control|mysterious-voice|mysterious-noise|evil-being|supernatural-horror|nineveh-syria|alcoholic-derelict|rough-neighborhood|subliminal-message|police-detective|saint-joseph-medal|thorazine|pneumoencephalogram
tt0070735,con|caper|national-film-registry|con-man|long-con|murder|courier|counterfeit|con-artist|revenge|corrupt-cop|n-word|title-appears-in-text-on-screen|two-word-title|woman-shot-in-the-forehead|year-1936|loss-of-friend|chapterwise-storytelling|drunkenness|bathtub|reference-to-mutt-and-jeff|cult-film|cardsharp|poker-player|tough-guy|mafia|scene-based-on-painting|wipe|waitress|telephone-box|telegraph-office|taxi|tailor|stripper|silencer|roulette|restroom|railway-station|ragtime|racial-slur|premarital-sex|police-detective|police-corruption|police-chase|police-brutality|poker|pickpocket|peoria-illinois|off-track-betting|new-york-city|mugging|mob-hit|mentor|manicure|job-interview|house-painter|horse-racing|hangover|golf|gimp|fbi|drugstore|diner|clothes-on-shower|cheating-at-cards|chase|casino|burlesque|brothel|bodyguard|betrayal|bar|barbershop|bank|backstage|alley|1930s|gambling|train|chicago-illinois|famous-score|blockbuster|shot-in-the-forehead|great-depression|organized-crime|sting-operation|gangster|police|chapter-headings|card-playing|carousel|heist|title-spoken-by-character|surprise-ending
tt0069704,car|high-school|california|rock-'n'-roll|drag-racing|rebellious-youth|street-racing|gang|teenager|dance|loss-of-innocence|wrong-side-of-the-tracks|conformity|radio|friendship|1960s|radio-dj|drive-in-restaurant|cult-film|brunette|driving-a-car|girl|blonde|telephone|telephone-call|national-film-registry|afi|college|summer|cruising|high-school-dance|coming-of-age|gym|one-day|teen-movie|vomiting|mini-skirt|multiple-storyline|motorcycle|suburb|high-school-yearbook|juvenile-delinquent|high-school-sweetheart|crush|class-differences|opposites-attract|party-dress|teenage-rebellion|authority|self-acceptance|virginity|frustration|song|school-locker|book|revelation|self-esteem|virgin|self-discovery|popularity|record-player|female-removes-her-clothes|girl-in-panties|yellow-panties|wild-party|first-date|party|marijuana|urban-setting|sputnik|listening-to-music|anger|antihero|rage|hallway|exposed-underwear|rejection|jealousy|wrestler|lipstick|janitor|boredom|makeover|geek|drug-humor|house-party|love-triangle|peer-pressure|earring|threat|locker|loner|record-collection|black-and-white-television|scantily-clad-female|one-night|shot-in-sequence|two-word-title|year-1962|country-name-in-title|car-crash|tape-recording|punched-in-the-face|jukebox|cable|reference-to-albert-einstein|reference-to-sandra-dee|watching-tv|reference-to-dick-clark|listening-to-the-radio|reference-to-connie-stevens|reference-to-john-f.-kennedy|reference-to-the-beach-boys|police-officer|reference-to-johnny-ace|fistfight|airliner|tears|hoodlum|making-out|gunshot|robber|singing|music-band|car-salesman|police-car|underwear|roller-skates|scooter|boy-with-glasses|greaser|young-love|yearbook|unrequited-love|twist-the-dance|teenage-girl|teenage-boy|teen-love|slumber-party|shy-girl|nerd|high-school-student|high-school-love|generation-gap|forbidden-love|dancing|dance-contest|convertible|panties|liquor-store-hold-up|1955-chevrolet|reference-to-buddy-holly|semi-autobiographical|reference-to-the-lone-ranger|roadster|boyfriend-girlfriend-relationship|ambiguous-title|teen-angst|hot-rod|car-hop|sexual-awakening|reflection|first-love|dream-girl|d.j.|crash|americana|multi-protagonist|vandalism|telephone-box|radio-station|police|mechanic|love-at-first-sight|liquor-store|fight|diner|dating|brother-sister-relationship|airport|underage-drinking|school-dance|robbery|car-accident|auto-theft|airplane|teen-rebel|small-town|ensemble-cast|disc-jockey|thunderbird|cadillac|prank|mooning|popsicle|ford-coupe|automobile|street-gang|independent-film|surprise-ending|pink-panties|pot-smoking|dandruff|white-panties|blockbuster|shaving-cream|what-happened-to-epilogue
tt0070511,prison-warden|hopelessness|butterfly|solitary-confinement|escape-attempt|prison|devil's-island|imprisonment|tropics|running-away|death-penalty|suicide|sweat|tropical-island|prisoner|filth|voyage|trap|self-inflicted-wound|penitentiary|hard-labor|forced-labor|chained|hardship|exile|banishment|atlantic-ocean|tough-guy|french-colony|escape-from-prison|corporal-punishment|penal-colony|island-prison|guillotine|brutality|deportation|fugitive|jungle|high-jump|leper-colony|violence|latin-america|homosexual-interest|shot-to-death|escape|island|tattoo|penal-system|butterfly-tattoo|safecracker|eyeglasses|broken-eyeglasses|gore|ocean-crossing|starving|starvation|torture|rifle|thick-glasses|cut-from-shaving|knife|shaving-someone|shaving-cream|shaving|crab|sea-turtle|turtle|canoe|catching-a-butterfly|facial-tattoo|leper|sexual-harassment|dead-body|naked-dead-man|male-nudity|barter|bare-chested-male|loincloth|stretcher|dart|indians|tracker|honduras|wrongful-conviction|mother-superior|convent|uniform|shot-in-the-head|protector|jumping-into-water|hammock|french-soldier|capsule|butterfly-net|blowgun|wasted-life|cliff|tension|miscarriage-of-justice|counterfeit|betrayal|jail|corrupt-prison-officials|blockbuster|catholic-missionary|ship|leprosy|river|bounty-hunter|decapitation|throat-slitting|pearl|free-fall|execution|sailing|swamp|raft|homosexuality|crocodile|cockroach|sea|nun|impalement|native|capital-punishment|guiana|male-rear-nudity|pig|spirit|vampire-bat|shark-infested-waters|sniper|coconut|headlock
tt0070328,coffin|vodka-martini|miss-moneypenny-character|james-bond-character|felix-leiter-character|m-character|espionage|good-versus-evil|murder-of-a-black-woman|shooting-a-woman|british|heroin|007|card|tarot-card|murder|voodoo|claw|speedboat|drug-smuggling|bayou|psychic|crocodile|caribbean|island|official-bond-film|racial-slur|motorboat|hard-boiled|bikini|dead-woman-with-eyes-open|dead-woman-on-ground|dead-woman|four-word-title|1970s|glamorized-spy-film|spy-film|returning-character-with-different-actor|walther-ppk|kissing-while-having-sex|sword-fight|machete|shootout|shotgun|alley-fight|hand-to-hand-combat|karate|shoulder-holster|violence|car-chase|opening-action-scene|gangster|jamaican|jamaican-posse|martial-arts|semiautomatic-pistol|pistol|kiss|sex-scene|one-against-many|eighth-part|exploding-boat|evil-man|imperative-in-title|supernatural-power|manhattan-new-york-city|harlem-manhattan-new-york-city|butt-slap|lingerie-slip|antonyms-in-title|interracial-romance|gun-in-a-book|cult-figure|inflated-body|cult-film|motorcycle-stunt|motorcycle-crash|motorcycle-chase|black-woman|villain|villainy|trapdoor|spying|secret-service|secret-master-villain|secret-headquarters|secret-base|mystery-villain|jamaica|invincible-henchman|intelligence|hook|hero|henchman|gun|gadget|female-spy|female-agent|farm|dance|cia-agent|cards|british-secret-service|british-intelligence|bond-girl|arch-villain|american|action-hero|dixieland-jazz-funeral|taxi|revolver|digital-watch|cia|amputation|loss-of-virginity|precognition|scarecrow|blockbuster|switchblade|spy-hero|louisiana|new-orleans-louisiana|official-james-bond-series|train|snake-bite|new-york-city|west-indies|virginity|police|interracial|helicopter|wristwatch|west-indian|bus|slapstick-comedy|automobile|magnet|snake|virgin|spy|waterfall|boat|drug-lord|blaxploitation|superstition|watch|stowaway|obesity|explosion|parking-garage|shark|united-nations|race-relations|sequel|cemetery|boat-chase|prosthetic-limb|fishing|exploding-body|restaurant|surveillance|aviation|ghetto|professional-hit|secret-agent|drug-dealing|underground|gin-rummy|sheriff|hitman|wedding|urban-setting|showdown|tombstone|chase|fortune-teller|french-quarter-new-orleans|hang-glider|heroin-smuggling|dual-identity|gadgetry|based-on-novel|title-spoken-by-character
tt0070608,prince|prince-john|hero|disney|regent|friar|tournament|sidekick|lion|tax|sheriff|fox|sherwood-forest|outlaw|forest|england|archer|archery|medieval-times|anthropomorphic-elephant|elephant|anthropomorphic-pig|anthropomorphic-cat|pig|cat|anthropomorphic-squirrel|squirrel|anthropomorphic-raccoon|raccoon|owl|hypnosis|stork|blacksmith|anthropomorphic-hippopotamus|hippopotamus|wedding|disguise|rain|sleeping|sleep|animal-villain|church|priest|animal-name-in-title|reference-to-robin-hood|birthday|night|royalty|falling-in-love|final-showdown|final-battle|little-john-character|king-john-character|the-sheriff-of-nottingham-character|king-richard-lionheart-character|friar-tuck-character|robin-hood-character|prince-john-character|maid-marian-character|based-on-folktale|animal-protagonist|talking-animal|ends-with-wedding|thumb-sucking|ends-with-a-wedding|wolf-whistle|puppet-show|execution|executioner|crocodile|anthropomorphic-turtle|dog|anthropomorphic-dog|rhinoceros|anthropomorphic-rhinoceros|anthropomorphic-bird|anthropomorphic-rabbit|anthropomorphic-mouse|anthropomorphic-lion|anthropomorphic-wolf|anthropomorphic-bear|anthropomorphic-fox|bow-and-arrow|good-versus-evil|faked-death|castle-thunder|imagination|furry|friends-who-live-together|archery-contest|villain-arrested|12th-century|torture|cross-dressing|punishment|corporal-punishment|false-identity|underwear|guard|fire|arson|stick-fight|disarming-someone|play-fight|wooden-sword|villain-played-by-lead-actor|voice-over|combat|warrior|reference-to-walt-disney|anachronism|axe|axe-fight|foot-chase|chase|football|kiss|adventure-hero|long-sword|2d-animation|orphan-boy|collision|anthropomorphism|anthropomorphic-animal|spiraling-eyes|storybook-in-opening-shot|wolf|vulture|villain|turtle|snake|rooster|rabbit|mouse|minstrel|lute|friendship|chicken|carriage|bear|balloon|badger|ale|tax-collector|gender-disguise|jail|jail-break|childhood-sweetheart|burning-building|tyrant|peasant|mission|bow|greed|money|dungeon|badminton|blockbuster|thief|thief-hero|theft|sword|swordsman|swordsmanship|sword-fight|swashbuckler|robber|robbery|rebel|narrow-escape|middle-ages|castle|arrow|based-on-legend|action-hero|character-name-in-title|title-spoken-by-character
tt0070510,bible|great-depression|con-artist|father-daughter-relationship|money|looking-at-self-in-mirror|amusement-park|eavesdropping|whiskey|car-chase|interrogation|escape|foot-chase|sheriff|reference-to-franklin-d.-roosevelt|girl|con|missouri|kansas|con-man|carnival|strong-female-lead|strong-female-character|road-movie|tween-girl|african-american|dress|hat|girl-dressed-as-boy|little-girl|tomboy|adult-child-friendship|adult-child-bonding|visual-metaphor|title-based-on-song|reluctant-hero|real-life-father-and-daughter-playing-father-and-daughter|plan-gone-wrong|period-piece|new-beginning|long-take|heist-gone-wrong|character-repeating-someone-else's-dialogue|budding-friendship|antihero|anti-hero|nostalgia|precocious-child|orphan|affection|wrestling|stolen-money|sleeping-together|maid|con-game|alleged-daughter|across-state-lines|on-the-road|door-to-door|deep-focus|telegram|cigar-box|road-trip|funeral|photograph|radio|gold-tooth|1930s|bootlegger|child-smoking-cigarette|hotel-clerk|moonshine|bible-salesman|based-on-novel
tt0070666,police|police-corruption|money|corruption|undercover-cop|corrupt-cop|breasts|on-the-take|police-investigation|female-frontal-nudity|female-nudity|neo-noir|character-name-in-title|delivery-truck|meat-market|bagman|triggerman|fingerman|drugs|1960s|drug-dealer|new-york-city|knapp-commission|friend|outcast|policeman|police-officer|narcotic|hippie|shot-in-the-face|police-protagonist|drug-use|mayoral-aide|urban-setting|police-commissioner|mayor|politics|bribery|friendship|love|break-up|bureaucracy|cynicism|idealism|brother-brother-relationship|bar|tape-recorder|payoff|pot-smoking|dancer|marijuana|dancing|voyeurism|flashback|handcuffs|foot-chase|luncheonette|rookie|camera|speaker|police-station|nurse|police-car|hospital|siren|shield|movie-camera|press-conference|newsstand|courtroom|shooting-range|district-attorney|reporter|mother-son-relationship|press|informer|crying|racial-slur|ghetto|wiretap|drugs-missing|drug-dealing|old-english-sheepdog|manhattan-new-york-city|greenwich-village-manhattan-new-york-city|white-mouse|suspected-homosexual|sheepdog|puppy|pet-parrot|pet-owner-relationship|pet-mouse|pet-dog|pet-bird|parrot|owner-dog-relationship|moustache|mouse|mistaken-for-gay|intellectual|bird|beard|conspiracy|italian-american|irish-american|fingerprint|african-american|chase|kicked-in-the-butt|black-policeman|telephone-booth|subway-station|stakeout|shoe-repair-store|rookie-cop|police-procedure|police-precinct|police-arrest|motorcycle|morality|intimidation|internal-affairs|firing-range|ethics|dog|disguise|courage|cop-killer|bribe|bank-book|blockbuster|rape|complot|blood|violence|police-code-of-silence|whistleblower|based-on-book|reference-to-barnum-&-bailey|surname-as-title|buttocks|bare-chested-male|reference-to-p.t.-barnum|reference-to-coca-cola|one-word-title|jew
tt0070034,vietnam-war-veteran|national-film-registry|three-word-title|villain|male-protagonist|tournament|martial-arts|shaolin|island|monk|temple|gambling|shaolin-monk|prostitution|revenge|death|martial-arts-tournament|opium|martial-artist|collector|factory|drugs|bodyguard|police-officer|crime-lord|british|spy|suicide|hong-kong|racism|fighting-movie|prison-island|girl-in-panties|white-panties|panties|claw-fight|asian|massaging-back-with-feet|foot-closeup|camera-shot-of-feet|female-bare-feet|bo-staff|duel|combat|hand-to-hand-combat|claw|disarming-someone|nunchucks|martial-arts-master|fistfight|action-hero|impalement|broken-mirror|brawl|bell-205-helicopter|hands-tied-behind-back|nunchuck|alarm|underground-installation|stealth|house-cat|applause|laughing|six-pack-abs|slow-motion-action-scene|glass-shard|bowing|pulling-hair|con-game|knocked-out|sparring|whispering|headphones|bird-cage|sumo-wrestling|animal-fight|chinese-junk|ghetto|kicked-in-the-crotch|hitting-a-woman|scuba-diver|toe-tag|evil-man|top-secret|ninja|noodles|chopsticks|sabotage|metal-hand|prosthetic-arm|blade|stick-fight|security-guard|psychopath|rescue|mannequin|hostage|jail-cell|drug-manufacturing|rope|neck-breaking|beaten-to-death|hidden-room|museum|kicked-in-the-stomach|kicked-in-the-face|head-butt|punched-in-the-stomach|punched-in-the-face|thrown-through-wall|investigation|breaking-bottle|drug-addict|henchman|sex-slave|tough-guy|strong-man|warrior|honor|bare-chested-male|scorpion|eating-insect|banquet|beach|stealing-a-car|police-brutality|african-american|afro|fight|businessman|secretary|violence|dog|self-mutilation|forced-suicide|hoodlum|thug|foot-chase|death-of-sister|cemetery|nonlinear-timeline|slum|harbor-town|cigarette-smoking|knife|boat|ship|corpse|british-intelligence|government-agent|film-projector|taxi|intelligence-officer|prologue|master-apprentice-relationship|training|martial-arts-school|animal-in-title|sole-black-character-dies-cliche|star-died-before-release|good-versus-evil|tattoo|praying-mantis|golf|chamber-of-horrors|hero|psychotronic|nunchaku|grindhouse|chop-socky|hall-of-mirrors|mentor|spy-hero|spear|prostitute|los-angeles-california|jeet-kune-do|helicopter|handgun|guillotine|espionage|china|cat|california|black-belt|kung-fu|b-movie|cobra|secret-lab|brothel|blood|betting|prosthetic-limb|secret-headquarters|racial-slur|flashback|snake|secret-agent|mirror|murder|drug-lord|heroin|human-experimentation|showdown|undercover|rebellion|imprisonment|cult-film
tt0070239,babe|mary-magdalene-character|apostle-john-character|jesus-christ-character|high-priest-caiaphas-character|pontius-pilate-character|judas-iscariot-character|james-the-greater-character|jesus-christ|rock-opera|palestinian|palestine|crucifixion-of-jesus|based-on-the-bible|ancient-rome|slow-motion|song|singing|singer|based-on-stage-musical|anachronism|reference-to-the-buddha|whipping|surrealism|christian|christianity|hedonist|suicide|roman|betrayal|kicked-in-the-butt|scene-based-on-painting|freeze-frame|1st-century|rock-musical|religion|based-on-album|passion-play|character-name-in-title|friends-who-live-together
