IMDbId,IMDb_score,box_office_rank,genre_list,release_year,title
tt0055254,7.2,1,"Animation, Adventure, Comedy",1961,One Hundred and One Dalmatians (1961)
tt0055614,7.6,2,"Crime, Drama, Musical",1961,West Side Story (1961)
tt0054953,7.6,3,"Action, Adventure, Drama",1961,The Guns of Navarone (1961)
tt0054847,7.3,4,"Adventure, Biography, Drama",1961,El Cid (1961)
tt0054594,6.8,5,"Comedy, Family, Sci-Fi",1961,The Absent Minded Professor (1961)
tt0055100,7.3,6,"Comedy, Drama, Romance",1961,Lover Come Back (1961)
tt0055047,7.1,7,"Biography, Drama, History",1961,King of Kings (1961)
tt0054759,7.1,8,"Comedy, Romance",1961,Come September (1961)
tt0054885,7.0,9,"Comedy, Musical, Romance",1961,Flower Drum Song (1961)
tt0054692,6.1,10,"Comedy, Musical",1961,Blue Hawaii (1961)
tt0054649,6.3,11,"Comedy, Family, Fantasy",1961,Babes in Toyland (1961)
tt0055471,7.8,12,"Drama, Romance",1961,Splendor in the Grass (1961)
tt0055304,7.1,13,"Drama, Horror, Mystery",1961,Pit and the Pendulum (1961)
tt0055074,6.1,14,"Comedy, Romance, War",1961,The Last Time I Saw Archie (1961)
tt0054632,7.9,15,"Drama, Mystery",1961,L'année dernière à Marienbad (1961)
tt0055572,7.6,16,"Comedy, Drama, Romance",1961,Une femme est une femme (1961)
tt0055508,8.1,17,"Comedy, Drama",1961,Teen Kanya (1961)
tt0055082,7.8,18,"Drama, Romance",1961,"Léon Morin, prêtre (1961)"
tt0054130,8.0,19,Drama,1961,La notte (1961)
tt0054861,6.9,20,Drama,1961,The Exiles (1961)
tt0055320,8.1,21,Drama,1961,Il posto (1961)
tt0054698,7.7,22,"Comedy, Drama, Romance",1961,Breakfast at Tiffany's (1961)
tt0054518,8.4,23,"Action, Comedy, Crime",1961,The Avengers (1961–1969)
tt0054533,8.4,24,"Comedy, Family",1961,The Dick Van Dyke Show (1961–1966)
tt0055277,7.1,25,"Comedy, Family, Romance",1961,The Parent Trap (1961)
tt0055031,8.2,26,"Drama, War",1961,Judgment at Nuremberg (1961)
tt0055630,8.3,27,"Action, Drama, Thriller",1961,Yôjinbô (1961)
tt0055184,7.4,28,"Drama, Romance, Western",1961,The Misfits (1961)
tt0055774,7.0,29,"Adventure, Biography, Drama",1961,Barabbas (1961)
tt0054997,8.0,30,"Drama, Sport",1961,The Hustler (1961)
tt0054545,7.2,31,Comedy,1961,Hazel (1961–1966)
tt0054535,7.1,32,Drama,1961,Dr. Kildare (1961–1966)
tt0055257,7.2,33,Western,1961,One-Eyed Jacks (1961)
tt0054727,6.1,34,Comedy,1961,Carry on Regardless (1961)
tt0055205,7.4,35,"Comedy, Crime, Drama",1961,Murder She Said (1961)
tt0055312,7.3,36,"Comedy, Drama",1961,Pocketful of Miracles (1961)
tt0055018,7.9,37,Horror,1961,The Innocents (1961)
tt0055283,7.0,38,"Crime, Drama",1961,Payroll (1961)
tt0054743,7.8,39,"Drama, Romance",1961,The Children's Hour (1961)
tt0055353,8.1,40,Drama,1961,A Raisin in the Sun (1961)
